x.number,func1.number,func2.number,func3.number
1444,8,126,481
1445,72,469,608
1446,111,777,856
1447,554,256,472
1448,315,508,338
1449,140,840,23
1450,266,474,528
1451,353,199,612
1452,836,780,832
1453,424,110,466
1454,519,249,688
1455,705,392,85
1456,101,910,128
1457,835,388,310
1458,38,870,13
1459,800,233,837
1460,32,16,754
1461,266,354,722
1462,361,600,883
1463,992,281,663
1464,27,747,277
1465,588,481,494
1466,63,821,594
1467,617,229,366
1468,548,406,11
1469,145,621,447
1470,347,105,416
1471,318,442,358
1472,480,331,761
1473,944,52,76
1474,763,829,61
1475,669,573,772
1476,722,506,843
1477,843,118,335
1478,652,179,660
1479,90,48,743
1480,427,358,843
1481,975,476,375
1482,654,174,299
1483,73,340,372
1484,679,384,848
1485,604,730,217
1486,195,97,288
1487,456,451,79
1488,765,701,982
1489,808,523,604
1490,743,718,68
1491,60,770,117
1492,35,605,154
1493,754,88,34
1494,151,812,526
1495,920,414,9
1496,770,816,362
1497,464,698,536
1498,227,735,379
1499,585,812,918
1500,423,506,755
1501,363,92,845
1502,561,75,681
1503,655,832,50
1504,202,392,669
1505,954,334,224
1506,403,475,258
1507,211,59,286
1508,655,949,764
1509,915,613,975
1510,550,681,447
1511,970,489,881
1512,116,737,518
1513,785,564,240
1514,350,67,198
1515,631,302,677
1516,991,736,689
1517,532,932,498
1518,262,288,869
1519,57,764,121
1520,991,436,724
1521,393,29,867
1522,527,737,153
1523,716,38,768
1524,468,688,307
1525,735,580,867
1526,633,224,128
1527,518,493,355
1528,593,640,384
1529,754,122,702
1530,318,974,435
1531,789,419,213
1532,127,609,528
1533,317,355,664
1534,606,219,588
1535,221,767,212
1536,57,827,711
1537,185,339,926
1538,611,549,739
1539,16,489,10
1540,699,160,164
1541,957,482,233
1542,754,2,538
1543,767,263,438
1544,96,423,984
1545,885,772,531
1546,19,747,82
1547,483,613,635
1548,987,908,240
1549,413,904,724
1550,352,374,319
1551,879,994,211
1552,744,588,615
1553,98,590,280
1554,547,906,915
1555,525,581,285
1556,726,183,584
1557,231,696,859
1558,380,567,939
1559,260,220,78
1560,768,269,626
1561,933,478,533
1562,949,868,642
1563,977,834,647
1564,637,538,136
1565,916,23,279
1566,65,358,671
1567,799,850,663
1568,614,548,301
1569,386,953,492
1570,639,575,480
1571,688,195,927
1572,339,843,416
1573,665,123,13
1574,254,997,404
1575,605,602,966
1576,828,254,857
1577,178,642,656
1578,723,142,340
1579,465,186,10
1580,46,584,65
1581,285,831,591
1582,793,155,21
1583,525,131,839
1584,774,449,333
1585,160,413,963
1586,943,657,725
1587,27,962,855
1588,903,249,341
1589,291,304,945
1590,626,179,475
1591,706,643,457
1592,105,708,448
1593,298,272,747
1594,298,51,29
1595,400,778,630
1596,34,156,516
1597,785,677,831
1598,107,348,874
1599,384,935,610
1600,430,300,302
1601,55,624,290
1602,48,581,753
1603,945,270,800
1604,988,444,436
1605,700,433,935
1606,569,478,977
1607,153,24,512
1608,345,544,147
1609,747,151,623
1610,601,780,297
1611,275,30,357
1612,923,403,766
1613,611,820,661
1614,385,295,32
1615,486,603,235
1616,994,134,507
1617,601,556,169
1618,926,856,623
1619,876,445,639
1620,843,187,260
1621,779,819,252
1622,994,660,790
1623,410,895,685
1624,71,388,331
1625,838,741,889
1626,268,456,336
1627,916,923,684
1628,175,68,168
1629,771,180,956
1630,737,840,575
1631,893,145,643
1632,903,118,48
1633,624,258,164
1634,878,756,188
1635,443,165,387
1636,135,103,469
1637,653,609,517
1638,222,801,907
1639,294,942,783
1640,404,4,820
1641,174,953,771
1642,629,532,675
1643,335,82,213
1644,443,287,271
1645,789,858,56
1646,237,403,807
1647,110,48,473
1648,588,729,80
1649,651,484,51
1650,254,683,671
1651,257,868,137
1652,474,609,492
1653,114,857,294
1654,4,86,306
1655,193,55,858
1656,206,859,749
1657,699,383,919
1658,578,299,366
1659,931,536,318
1660,547,665,444
1661,830,746,73
1662,199,578,957
1663,452,607,415
1664,688,190,779
1665,587,313,440
1666,74,338,366
1667,266,839,282
1668,292,707,706
1669,604,176,36
1670,295,758,448
1671,242,376,576
1672,174,190,949
1673,417,625,791
1674,755,909,399
1675,967,497,532
1676,851,129,742
1677,377,962,219
1678,6,566,671
1679,888,692,456
1680,641,262,266
1681,416,839,865
1682,103,200,545
1683,988,156,384
1684,1,459,15
1685,125,847,872
1686,389,717,26
1687,407,749,21
1688,669,769,826
1689,323,639,713
1690,652,36,28
1691,290,375,378
1692,52,617,465
1693,830,753,360
1694,456,909,47
1695,933,306,909
1696,13,816,980
1697,229,806,117
1698,906,608,666
1699,154,361,430
1700,510,453,478
1701,129,261,347
1702,162,13,935
1703,872,373,200
1704,169,705,882
1705,786,179,90
1706,609,821,964
1707,716,432,427
1708,927,220,811
1709,538,206,346
1710,108,117,136
1711,867,403,367
1712,230,979,498
1713,438,223,472
1714,318,789,825
1715,73,929,713
1716,780,965,580
1717,53,316,749
1718,363,271,64
1719,210,252,507
1720,41,364,803
1721,591,240,666
1722,343,609,705
1723,268,981,582
1724,30,696,827
1725,28,192,919
1726,856,935,340
1727,432,21,391
1728,233,807,800
1729,475,515,488
1730,508,927,515
1731,362,193,58
1732,83,653,682
1733,633,872,652
1734,539,712,773
1735,98,53,725
1736,381,498,826
1737,103,474,345
1738,307,693,521
1739,463,507,230
1740,981,233,339
1741,892,83,23
1742,890,102,716
1743,673,468,520
1744,551,608,33
1745,305,894,173
1746,316,799,781
1747,287,961,492
1748,498,455,65
1749,31,260,155
1750,993,729,8
1751,228,356,978
1752,276,427,645
1753,403,367,72
1754,326,215,623
1755,318,510,975
1756,587,49,717
1757,246,591,464
1758,569,486,592
1759,146,636,132
1760,320,40,275
1761,753,300,887
1762,413,108,713
1763,647,268,176
1764,170,813,172
1765,908,901,847
1766,509,660,407
1767,82,473,730
1768,930,599,953
1769,718,787,16
1770,349,365,454
1771,253,967,418
1772,629,779,428
1773,50,742,478
1774,468,270,766
1775,535,825,905
1776,404,527,618
1777,551,324,969
1778,119,828,614
1779,988,438,911
1780,760,117,654
1781,260,473,339
1782,954,468,1
1783,805,784,941
1784,887,70,274
1785,301,408,439
1786,439,456,738
1787,514,123,135
1788,121,412,676
1789,181,421,171
1790,295,512,956
1791,651,723,422
1792,684,386,345
1793,40,33,537
1794,252,24,745
1795,188,631,572
1796,336,718,665
1797,579,189,744
1798,790,509,880
1799,728,677,601
1800,646,12,42
1801,915,998,340
1802,666,243,381
1803,222,156,827
1804,303,387,763
1805,992,600,182
1806,129,765,858
1807,916,771,484
1808,739,494,860
1809,332,744,295
1810,175,451,433
1811,759,877,240
1812,190,96,599
1813,463,904,52
1814,802,574,30
1815,310,827,918
1816,664,665,319
1817,452,894,804
1818,250,3,211
1819,883,671,54
1820,26,604,788
1821,510,128,181
1822,189,211,450
1823,409,857,325
1824,598,582,137
1825,377,923,27
1826,32,987,336
1827,363,340,777
1828,462,947,140
1829,506,263,237
1830,405,525,252
1831,465,758,531
1832,612,235,501
1833,69,847,361
1834,311,767,871
1835,950,397,97
1836,631,348,122
1837,245,597,29
1838,972,261,534
1839,502,115,557
1840,596,255,857
1841,588,231,14
1842,969,397,645
1843,522,539,769
1844,770,517,82
1845,449,812,260
1846,126,353,570
1847,352,521,233
1848,672,156,264
1849,691,469,850
1850,266,746,865
1851,171,116,816
1852,277,715,46
1853,245,241,902
1854,839,938,976
1855,243,819,883
1856,53,809,959
1857,546,732,963
1858,598,187,378
1859,133,153,639
1860,390,26,80
1861,525,336,116
1862,935,501,169
1863,300,250,648
1864,755,837,763
1865,879,15,265
1866,293,952,141
1867,775,309,597
1868,625,981,911
1869,689,850,198
1870,170,600,365
1871,427,452,88
1872,871,384,328
1873,15,548,37
1874,422,50,447
1875,884,613,241
1876,306,183,385
1877,389,197,569
1878,710,82,61
1879,506,20,838
1880,559,405,592
1881,392,989,442
1882,19,946,662
1883,21,609,696
1884,660,795,725
1885,163,351,697
1886,475,331,62
1887,11,705,680
1888,732,896,627
1889,20,324,688
1890,250,799,628
1891,519,139,663
1892,356,265,649
1893,776,97,445
1894,107,758,15
1895,42,219,368
1896,216,161,946
1897,375,204,321
1898,81,18,149
1899,171,35,136
1900,130,609,969
1901,468,361,844
1902,140,750,872
1903,120,508,66
1904,946,400,964
1905,303,240,975
1906,77,889,285
1907,733,248,852
1908,69,619,358
1909,813,995,289
1910,544,683,312
1911,462,89,322
1912,556,711,808
1913,635,340,700
1914,378,426,870
1915,416,540,994
1916,952,367,619
1917,378,17,873
1918,178,117,735
1919,701,683,132
1920,932,787,505
1921,877,936,326
1922,752,594,801
1923,347,703,751
1924,255,99,400
1925,951,404,630
1926,523,33,816
1927,757,727,641
1928,559,197,839
1929,961,525,521
1930,782,233,37
1931,75,365,633
1932,384,323,990
1933,790,617,688
1934,57,188,777
1935,309,104,575
1936,162,833,410
1937,914,637,370
1938,505,355,257
1939,390,37,984
1940,742,349,605
1941,154,833,613
1942,478,448,306
1943,914,118,58
1944,149,450,572
1945,731,188,253
1946,105,669,249
1947,659,947,196
1948,700,973,789
1949,778,155,92
1950,603,228,401
1951,768,250,400
1952,785,908,767
1953,919,406,708
1954,456,320,224
1955,751,377,85
1956,242,159,384
1957,882,244,932
1958,628,861,871
1959,697,234,34
1960,787,865,364
1961,938,655,626
1962,249,281,403
1963,419,202,993
1964,882,166,157
1965,180,271,621
1966,865,455,704
1967,762,251,100
1968,499,489,620
1969,579,497,651
1970,524,964,464
1971,131,309,267
1972,843,471,455
1973,31,236,285
1974,679,285,737
1975,624,345,538
1976,647,484,830
1977,34,343,514
1978,898,995,230
1979,704,734,600
1980,21,911,975
1981,609,846,744
1982,220,530,316
1983,86,508,681
1984,890,78,314
1985,700,127,11
1986,205,289,535
1987,681,493,442
1988,50,42,925
1989,989,201,749
1990,486,659,330
1991,658,478,38
1992,978,39,897
1993,516,654,544
1994,248,432,458
1995,452,698,775
1996,839,802,991
1997,968,113,989
1998,74,283,316
1999,981,486,456
2000,806,550,460
2001,330,402,856
2002,443,392,764
2003,296,616,446
2004,817,601,376
2005,514,737,468
2006,164,805,367
2007,579,186,195
2008,759,385,354
2009,177,769,277
2010,920,799,128
2011,782,435,139
2012,981,140,448
2013,7,756,633
2014,231,442,834
2015,442,942,515
2016,675,171,190
2017,922,791,261
2018,350,136,432
2019,64,607,766
2020,368,296,753
2021,102,277,369
2022,186,829,912
2023,865,580,685
2024,657,833,162
2025,699,70,107
2026,22,900,441
2027,696,162,774
2028,510,290,672
2029,8,303,983
2030,208,714,114
2031,337,976,644
2032,136,354,255
2033,261,975,551
2034,902,998,118
2035,701,773,567
2036,863,666,181
2037,178,103,252
2038,969,623,124
2039,988,136,654
2040,729,88,442
2041,225,498,200
2042,231,449,287
2043,773,464,126
2044,105,899,431
2045,68,843,7
2046,21,983,859
2047,155,159,915
2048,657,964,317
2049,488,135,371
2050,669,883,144
2051,344,358,745
2052,947,783,786
2053,482,23,83
2054,510,169,524
2055,980,807,690
2056,509,775,41
2057,482,952,96
2058,314,47,477
2059,261,209,231
2060,879,535,741
2061,395,576,27
2062,838,779,219
2063,381,584,360
2064,43,774,390
2065,117,330,50
2066,17,908,942
2067,419,60,69
2068,662,722,816
2069,181,661,843
2070,891,59,639
2071,785,7,585
2072,888,213,95
2073,722,577,717
2074,832,774,882
2075,891,375,500
2076,817,317,710
2077,318,941,496
2078,305,658,740
2079,447,984,181
2080,895,735,111
2081,621,403,92
2082,178,392,409
2083,986,981,497
2084,125,188,623
2085,903,578,101
2086,903,947,199
2087,482,427,786
2088,157,361,348
2089,581,407,456
2090,616,934,394
2091,629,170,152
2092,485,756,722
2093,637,789,834
2094,561,960,805
2095,751,867,940
2096,65,322,589
2097,399,550,999
2098,78,834,461
2099,662,408,185
2100,349,326,4
2101,241,647,576
2102,862,804,297
2103,59,587,72
2104,702,938,718
2105,473,708,817
2106,610,422,174
2107,252,802,224
2108,731,81,548
2109,906,693,844
2110,755,411,630
2111,40,868,710
2112,84,623,591
2113,821,670,869
2114,556,375,731
2115,28,536,566
2116,122,159,63
2117,629,154,953
2118,33,354,347
2119,138,914,736
2120,879,413,286
2121,641,995,734
2122,606,172,821
2123,808,122,311
2124,677,756,875
2125,263,710,774
2126,139,815,304
2127,932,69,894
2128,158,905,419
2129,247,508,830
2130,775,309,948
2131,697,961,768
2132,576,785,622
2133,487,654,757
2134,101,337,992
2135,895,115,820
2136,298,899,726
2137,371,668,335
2138,188,300,770
2139,26,338,953
2140,294,724,516
2141,593,333,216
2142,865,463,933
2143,303,577,872
2144,332,607,894
2145,731,61,50
2146,400,789,991
2147,657,511,900
2148,519,602,64
2149,766,414,506
2150,33,563,954
2151,83,897,729
2152,762,69,911
2153,746,947,267
2154,330,555,442
2155,164,130,41
2156,693,802,968
2157,661,419,405
2158,12,200,91
2159,385,111,112
2160,51,429,880
2161,493,84,589
2162,546,17,595
2163,66,944,402
2164,521,992,868
2165,331,509,681
2166,677,484,462
2167,302,248,90
2168,344,127,502
2169,600,718,926
2170,982,827,431
2171,69,450,566
2172,938,536,348
2173,237,509,721
2174,856,929,367
2175,270,959,240
2176,60,800,720
2177,787,217,117
2178,481,87,786
2179,545,831,716
2180,314,612,778
2181,296,402,712
2182,514,458,920
2183,794,784,401
2184,787,532,329
2185,290,109,109
2186,132,601,861
2187,612,837,671
2188,85,677,681
2189,153,597,451
2190,175,750,577
2191,585,171,994
2192,98,21,858
2193,973,477,300
2194,817,974,480
2195,726,336,962
2196,836,536,212
2197,18,100,392
2198,442,730,306
2199,667,272,979
2200,473,73,947
2201,747,578,483
2202,878,592,930
2203,608,546,759
2204,868,708,23
2205,876,35,784
2206,537,756,86
2207,14,342,539
2208,637,37,485
2209,722,944,939
2210,201,476,988
2211,404,237,66
2212,555,355,138
2213,193,310,777
2214,985,183,849
2215,911,280,955
2216,370,818,369
2217,166,184,430
2218,406,217,45
2219,457,384,133
2220,914,855,132
2221,449,226,40
2222,874,427,511
2223,890,725,620
2224,89,247,962
2225,558,602,294
2226,49,422,225
2227,604,759,208
2228,280,707,863
2229,37,432,538
2230,962,684,579
2231,570,900,331
2232,754,661,70
2233,402,491,563
2234,610,30,140
2235,173,357,606
2236,452,820,61
2237,57,781,771
2238,318,830,520
2239,607,15,76
2240,171,645,831
2241,319,575,727
2242,173,325,948
2243,49,99,136
2244,875,490,224
2245,260,516,185
2246,453,512,800
2247,36,449,158
2248,385,446,513
2249,188,721,31
2250,423,599,359
2251,757,533,154
2252,613,906,462
2253,165,40,952
2254,43,395,675
2255,70,41,762
2256,5,356,668
2257,941,86,831
2258,863,647,789
2259,387,433,189
2260,398,763,238
2261,664,77,729
2262,214,347,468
2263,586,784,201
2264,871,955,462
2265,432,733,999
2266,427,671,119
2267,748,413,225
2268,677,114,530
2269,463,895,694
2270,890,179,253
2271,246,389,524
2272,83,673,173
2273,163,996,388
2274,380,922,870
2275,789,656,575
2276,286,515,427
2277,116,304,212
2278,812,285,112
2279,458,701,709
2280,652,211,598
2281,961,415,722
2282,472,296,485
2283,837,706,97
2284,355,81,799
2285,718,172,930
2286,798,568,297
2287,756,896,795
2288,711,133,302
2289,575,123,790
2290,466,880,580
2291,957,756,747
2292,559,38,976
2293,560,611,280
2294,792,399,180
2295,775,898,595
2296,214,642,463
2297,921,80,355
2298,136,414,39
2299,219,13,543
2300,713,250,402
2301,62,331,240
2302,226,308,149
2303,386,545,692
2304,340,501,866
2305,685,759,163
2306,233,880,346
2307,333,490,433
2308,222,23,109
2309,588,512,582
2310,837,992,427
2311,176,150,341
2312,748,166,759
2313,641,340,857
2314,547,965,549
2315,355,703,698
2316,929,276,853
2317,491,652,194
2318,528,6,878
2319,662,670,190
2320,46,243,792
2321,238,547,240
2322,393,966,16
2323,697,366,942
2324,949,774,517
2325,280,691,476
2326,983,280,106
2327,501,73,78
2328,90,428,672
2329,944,867,452
2330,673,469,826
2331,509,834,187
2332,711,610,778
2333,978,70,640
2334,653,359,579
2335,900,982,606
2336,746,771,896
2337,642,209,671
2338,799,434,566
2339,347,860,284
2340,700,396,462
2341,101,297,832
2342,473,308,592
2343,277,494,577
2344,603,117,675
2345,197,611,649
2346,860,572,179
2347,100,485,389
2348,131,413,76
2349,682,110,111
2350,815,14,108
2351,260,318,437
2352,703,117,614
2353,927,806,528
2354,366,272,55
2355,384,724,25
2356,780,113,794
2357,454,28,556
2358,768,956,505
2359,272,501,831
2360,289,866,431
2361,667,134,608
2362,653,878,627
2363,671,199,957
2364,498,277,555
2365,606,54,816
2366,943,228,395
2367,117,869,211
2368,516,132,577
2369,520,501,12
2370,650,139,821
2371,140,628,199
2372,897,476,50
2373,74,471,580
2374,989,547,911
2375,158,622,762
2376,71,106,713
2377,650,998,896
2378,622,250,64
2379,200,625,582
2380,839,712,725
2381,5,121,35
2382,898,77,280
2383,240,401,44
2384,649,379,572
2385,414,976,993
2386,131,931,558
2387,963,276,476
2388,901,981,707
2389,192,751,266
2390,591,972,555
2391,468,670,354
2392,48,890,934
2393,682,750,510
2394,31,842,968
2395,511,539,175
2396,693,287,712
2397,560,599,512
2398,473,235,936
2399,429,544,222
2400,92,864,650
2401,583,614,230
2402,715,338,179
2403,319,203,982
2404,472,558,945
2405,564,668,289
2406,950,198,361
2407,458,186,341
2408,373,218,40
2409,262,120,239
2410,46,546,14
2411,173,62,260
2412,611,233,780
2413,488,816,3
2414,348,36,836
2415,845,75,784
2416,545,499,575
2417,769,606,342
2418,448,602,2
2419,418,730,564
2420,730,608,569
2421,603,500,744
2422,91,106,122
2423,240,501,873
2424,914,897,42
2425,50,622,896
2426,14,922,450
2427,293,327,618
2428,441,972,97
2429,857,372,510
2430,866,351,693
2431,442,988,742
2432,815,810,354
2433,120,303,636
2434,377,609,662
2435,980,905,934
2436,628,111,788
2437,687,888,860
2438,68,826,486
2439,813,979,344
2440,353,684,901
2441,855,625,908
2442,14,203,521
2443,277,184,8
2444,664,951,912
2445,563,347,26
2446,438,31,240
2447,153,734,150
2448,379,212,917
2449,463,338,703
2450,935,317,32
2451,12,839,930
2452,56,327,410
2453,372,799,750
2454,59,598,732
2455,479,837,405
2456,506,702,696
2457,651,546,719
2458,73,793,594
2459,467,724,286
2460,48,940,968
2461,38,479,511
2462,430,31,414
2463,304,33,709
2464,592,478,644
2465,870,255,919
2466,46,5,813
2467,240,583,349
2468,545,831,369
2469,151,380,781
2470,350,15,479
2471,39,804,160
2472,760,606,490
2473,550,543,400
2474,623,526,723
2475,579,692,735
2476,136,727,425
2477,461,615,86
2478,852,4,175
2479,580,62,164
2480,231,191,178
2481,482,518,655
2482,832,469,816
2483,703,438,119
2484,990,108,116
2485,331,753,675
2486,292,629,367
2487,172,786,232
2488,299,274,438
2489,893,8,144
2490,773,968,384
2491,919,733,217
2492,845,972,963
2493,803,104,460
2494,83,515,122
2495,882,918,496
2496,71,975,946
2497,26,80,595
2498,811,581,124
2499,725,733,478
2500,515,432,252
2501,197,245,704
2502,281,994,509
2503,412,735,100
2504,352,512,388
2505,245,503,103
2506,128,923,404
2507,220,818,191
2508,813,981,288
2509,980,94,830
2510,887,331,559
2511,730,836,315
2512,309,574,63
2513,352,798,402
2514,181,938,838
2515,685,679,497
2516,923,228,314
2517,428,682,121
2518,225,114,73
2519,769,610,758
2520,298,358,95
2521,963,732,81
2522,928,112,418
2523,528,330,324
2524,564,666,15
2525,212,231,338
2526,496,619,529
2527,146,780,389
2528,915,364,100
2529,607,340,691
2530,702,635,961
2531,610,648,10
2532,746,962,187
2533,546,998,944
2534,521,835,677
2535,107,604,745
2536,658,419,665
2537,300,400,885
2538,494,107,867
2539,162,187,860
2540,815,714,810
2541,465,400,442
2542,942,927,980
2543,24,469,339
2544,428,666,983
2545,280,131,420
2546,262,496,465
2547,246,643,286
2548,557,750,94
2549,296,12,381
2550,752,523,630
